epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
65,2857.43,0.44352,0.78962,0.90265,0.80184,0.98281,0.88517,0.85293,0.29333,0.50747,0.78848,8.008e-05,8.008e-05,8.008e-05
66,2926.64,0.43385,0.78369,0.89904,0.80379,0.98378,0.8808,0.85742,0.2602,0.49815,0.78024,7.93e-05,7.93e-05,7.93e-05
67,3025.03,0.43525,0.78093,0.89858,0.79518,0.98687,0.8818,0.85401,0.27382,0.50767,0.78511,7.852e-05,7.852e-05,7.852e-05
68,3067.4,0.43109,0.76807,0.89525,0.80508,0.97971,0.88806,0.85947,0.26617,0.50004,0.78255,7.774e-05,7.774e-05,7.774e-05
69,3106.6,0.42933,0.78862,0.89989,0.7923,0.98695,0.88904,0.85478,0.28761,0.49612,0.78492,7.696e-05,7.696e-05,7.696e-05
70,3162.27,0.43132,0.77216,0.90349,0.79634,0.98409,0.88941,0.86065,0.27108,0.49838,0.78235,7.618e-05,7.618e-05,7.618e-05
71,3208.59,0.42797,0.75675,0.89786,0.78944,0.98888,0.87905,0.85376,0.26072,0.49684,0.78271,7.54e-05,7.54e-05,7.54e-05
72,3235.02,0.43196,0.76908,0.89845,0.79498,0.99375,0.88157,0.85705,0.26955,0.49617,0.78168,7.462e-05,7.462e-05,7.462e-05
73,3259.38,0.43099,0.75268,0.89982,0.79633,0.98571,0.88219,0.85926,0.24917,0.49282,0.77867,7.384e-05,7.384e-05,7.384e-05
74,3284.58,0.426,0.75375,0.8971,0.79405,0.98823,0.88342,0.85278,0.27789,0.49644,0.78389,7.306e-05,7.306e-05,7.306e-05
75,3306.71,0.43453,0.75989,0.89947,0.79686,0.98733,0.88884,0.86175,0.26645,0.50435,0.78107,7.228e-05,7.228e-05,7.228e-05
76,3328.84,0.42182,0.75518,0.89219,0.80332,0.97735,0.87962,0.85464,0.2645,0.49641,0.78075,7.15e-05,7.15e-05,7.15e-05
77,3351.08,0.43123,0.76323,0.90016,0.79192,0.9859,0.8775,0.85719,0.24751,0.50095,0.77776,7.072e-05,7.072e-05,7.072e-05
78,3374.1,0.43473,0.7577,0.90086,0.79748,0.99015,0.88527,0.86124,0.25862,0.49988,0.78097,6.994e-05,6.994e-05,6.994e-05
79,3396.39,0.41057,0.74127,0.89181,0.77878,0.99098,0.88402,0.85815,0.28836,0.50629,0.78487,6.916e-05,6.916e-05,6.916e-05
